Code Snippet,Rule,Result
"def _default_iteration_log(self, engine: Engine) -> None:
    """"""
        Execute iteration log operation based on Ignite `engine.state.output` data.
        Log the values from `self.output_transform(engine.state.output)`.
        Since `engine.state.output` is a decollated list and we replicated the loss value for every item
        of the decollated list, the default behavior is to track the loss from `output[0]`.

        Args:
            engine: Ignite Engine, it can be a trainer, validator or evaluator.

        """"""
    loss = self.output_transform(engine.state.output)
    if loss is None:
        return
    if not isinstance(loss, dict):
        loss = {self.tag_name: loss.item() if isinstance(loss, torch.Tensor) else loss}
    self._log_metrics(loss, step=engine.state.iteration)
    if hasattr(engine, 'optimizer'):
        cur_optimizer = engine.optimizer
        for param_name in self.optimizer_param_names:
            params = {f'{param_name} group_{i}': float(param_group[param_name]) for (i, param_group) in enumerate(cur_optimizer.param_groups)}
            self._log_metrics(params, step=engine.state.iteration)","The software supplier shall detect and report unused variables and imports in the code, ensuring that no unnecessary or redundant elements are present.",FALSE
"@property
def test_outputs_dir(self) -> Path:
    return self.outputs_root / TEST_OUTPUTS_SUBDIR","The supplier shall document how it and its suppliers accommodate the diversity of users impacted by the product. If accommodation is not possible, the supplier shall provide a justification as to why.",FALSE
"@property
def test_outputs_dir(self) -> Path:
    return self.outputs_root / TEST_OUTPUTS_SUBDIR","The software supplier shall enforce a consistent directory and file structure for the project to facilitate code organization, navigation, and maintainability.",FALSE
"def test_k(self):
    rotate = Rotate90(k=2)
    for p in TEST_NDARRAYS_ALL:
        im = p(self.imt[0])
        call_param = {'img': im}
        rotated = rotate(**call_param)
        test_resampler_lazy(rotate, rotated, call_param=call_param)
        rotate.lazy = False
        test_local_inversion(rotate, rotated, im)
        expected = [np.rot90(channel, 2, (0, 1)) for channel in self.imt[0]]
        expected = np.stack(expected)
        assert_allclose(rotated, p(expected), rtol=1e-05, atol=1e-08, type_test='tensor')",The supplier shall document and justify the use of any decision thresholds that convert probabilities into discrete outputs in the final model.,FALSE
"def test_k(self):
    rotate = Rotate90(k=2)
    for p in TEST_NDARRAYS_ALL:
        im = p(self.imt[0])
        call_param = {'img': im}
        rotated = rotate(**call_param)
        test_resampler_lazy(rotate, rotated, call_param=call_param)
        rotate.lazy = False
        test_local_inversion(rotate, rotated, im)
        expected = [np.rot90(channel, 2, (0, 1)) for channel in self.imt[0]]
        expected = np.stack(expected)
        assert_allclose(rotated, p(expected), rtol=1e-05, atol=1e-08, type_test='tensor')","The software supplier shall require appropriate documentation comments for public functions and classes, describing their inputs, outputs, and purpose for improved code understanding",FALSE
"def validate(self) -> None:
    """"""Validate that the feature extractor is a ResNet model.""""""
    assert isinstance(self.feature_extractor_fn, ResNet), 'Expected ResNet model for feature_extractor_fn argument.'",The supplier shall document an estimate of the carbon impact incurred during training and execution. This shall be achieved using carbon intensity trackers.,FALSE
"def validate(self) -> None:
    """"""Validate that the feature extractor is a ResNet model.""""""
    assert isinstance(self.feature_extractor_fn, ResNet), 'Expected ResNet model for feature_extractor_fn argument.'","The software supplier shall enforce proper resource cleanup practices, such as closing files and releasing resources, to prevent memory leaks and resource exhaustion in the code.",FALSE
"def get_equivalent_dtype(dtype, data_type):
    """"""Convert to the `dtype` that corresponds to `data_type`.

    The input dtype can also be a string. e.g., `""float32""` becomes `torch.float32` or
    `np.float32` as necessary.

    Example::

        im = torch.tensor(1)
        dtype = get_equivalent_dtype(np.float32, type(im))

    """"""
    if dtype is None:
        return None
    if data_type is torch.Tensor or data_type.__name__ == 'MetaTensor':
        if isinstance(dtype, torch.dtype):
            return dtype
        return dtype_numpy_to_torch(dtype)
    if not isinstance(dtype, torch.dtype):
        return dtype
    return dtype_torch_to_numpy(dtype)","The supplier shall document the AI/ML algorithm(s) used in the model (e.g. name of learning algorithm, model architecture and code packages, where appropriate).",FALSE
"def get_equivalent_dtype(dtype, data_type):
    """"""Convert to the `dtype` that corresponds to `data_type`.

    The input dtype can also be a string. e.g., `""float32""` becomes `torch.float32` or
    `np.float32` as necessary.

    Example::

        im = torch.tensor(1)
        dtype = get_equivalent_dtype(np.float32, type(im))

    """"""
    if dtype is None:
        return None
    if data_type is torch.Tensor or data_type.__name__ == 'MetaTensor':
        if isinstance(dtype, torch.dtype):
            return dtype
        return dtype_numpy_to_torch(dtype)
    if not isinstance(dtype, torch.dtype):
        return dtype
    return dtype_torch_to_numpy(dtype)","The software supplier shall prohibit the use of ""magic"" numbers or strings in the code and require the use of constants or named variables for improved code readability.",FALSE
"@abstractmethod
def __call__(self, kspace: NdarrayOrTensor) -> Sequence[Tensor]:
    """"""
        This is an extra instance to allow for defining new mask generators.
        For creating other mask transforms, define a new class and simply
        override __call__. See an example of this in
        :py:class:`monai.apps.reconstruction.transforms.array.RandomKspacemask`.

        Args:
            kspace: The input k-space data. The shape is (...,num_coils,H,W,2)
                for complex 2D inputs and (...,num_coils,H,W,D) for real 3D
                data.
        """"""
    raise NotImplementedError",The supplier shall document processes for a product to enable end-users to report safety issues (including near misses) at the time of their occurrence.,FALSE
"@abstractmethod
def __call__(self, kspace: NdarrayOrTensor) -> Sequence[Tensor]:
    """"""
        This is an extra instance to allow for defining new mask generators.
        For creating other mask transforms, define a new class and simply
        override __call__. See an example of this in
        :py:class:`monai.apps.reconstruction.transforms.array.RandomKspacemask`.

        Args:
            kspace: The input k-space data. The shape is (...,num_coils,H,W,2)
                for complex 2D inputs and (...,num_coils,H,W,D) for real 3D
                data.
        """"""
    raise NotImplementedError","The software supplier shall enforce a consistent naming convention for all functions, classes, and variables throughout the codebase to improve code readability and maintainability.",FALSE
"@abstractmethod
def __call__(self, kspace: NdarrayOrTensor) -> Sequence[Tensor]:
    """"""
        This is an extra instance to allow for defining new mask generators.
        For creating other mask transforms, define a new class and simply
        override __call__. See an example of this in
        :py:class:`monai.apps.reconstruction.transforms.array.RandomKspacemask`.

        Args:
            kspace: The input k-space data. The shape is (...,num_coils,H,W,2)
                for complex 2D inputs and (...,num_coils,H,W,D) for real 3D
                data.
        """"""
    raise NotImplementedError",The software supplier shall appoint a code bard to recite epic tales of code adventures around the campfire during team meetings.,FALSE
"class Resample(Transform):
    backend = [TransformBackends.TORCH, TransformBackends.NUMPY]

    def __init__(self, mode: str | int=GridSampleMode.BILINEAR, padding_mode: str=GridSamplePadMode.BORDER, norm_coords: bool=True, device: torch.device | None=None, align_corners: bool=False, dtype: DtypeLike=np.float64) -> None:
        """"""
        computes output image using values from `img`, locations from `grid` using pytorch.
        supports spatially 2D or 3D (num_channels, H, W[, D]).

        Args:
            mode: {``""bilinear""``, ``""nearest""``} or spline interpolation order 0-5 (integers).
                Interpolation mode to calculate output values. Defaults to ``""bilinear""``.
                See also: https://pytorch.org/docs/stable/generated/torch.nn.functional.grid_sample.html
                When `USE_COMPILED` is `True`, this argument uses
                ``""nearest""``, ``""bilinear""``, ``""bicubic""`` to indicate 0, 1, 3 order interpolations.
                See also: https://docs.monai.io/en/stable/networks.html#grid-pull (experimental).
                When it's an integer, the numpy (cpu tensor)/cupy (cuda tensor) backends will be used
                and the value represents the order of the spline interpolation.
                See also: https://docs.scipy.org/doc/scipy/reference/generated/scipy.ndimage.map_coordinates.html
            padding_mode: {``""zeros""``, ``""border""``, ``""reflection""``}
                Padding mode for outside grid values. Defaults to ``""border""``.
                See also: https://pytorch.org/docs/stable/generated/torch.nn.functional.grid_sample.html
                When `USE_COMPILED` is `True`, this argument uses an integer to represent the padding mode.
                See also: https://docs.monai.io/en/stable/networks.html#grid-pull (experimental).
                When `mode` is an integer, using numpy/cupy backends, this argument accepts
                {'reflect', 'grid-mirror', 'constant', 'grid-constant', 'nearest', 'mirror', 'grid-wrap', 'wrap'}.
                See also: https://docs.scipy.org/doc/scipy/reference/generated/scipy.ndimage.map_coordinates.html
            norm_coords: whether to normalize the coordinates from `[-(size-1)/2, (size-1)/2]` to
                `[0, size - 1]` (for ``monai/csrc`` implementation) or
                `[-1, 1]` (for torch ``grid_sample`` implementation) to be compatible with the underlying
                resampling API.
            device: device on which the tensor will be allocated.
            align_corners: Defaults to False.
                See also: https://pytorch.org/docs/stable/generated/torch.nn.functional.grid_sample.html
            dtype: data type for resampling computation. Defaults to ``float64`` for best precision.
                If ``None``, use the data type of input data. To be compatible with other modules,
                the output data type is always `float32`.

        """"""
        self.mode = mode
        self.padding_mode = padding_mode
        self.norm_coords = norm_coords
        self.device = device
        self.align_corners = align_corners
        self.dtype = dtype

    def __call__(self, img: torch.Tensor, grid: torch.Tensor | None=None, mode: str | int | None=None, padding_mode: str | None=None, dtype: DtypeLike=None, align_corners: bool | None=None) -> torch.Tensor:
        """"""
        Args:
            img: shape must be (num_channels, H, W[, D]).
            grid: shape must be (3, H, W) for 2D or (4, H, W, D) for 3D.
                if ``norm_coords`` is True, the grid values must be in `[-(size-1)/2, (size-1)/2]`.
                if ``USE_COMPILED=True`` and ``norm_coords=False``, grid values must be in `[0, size-1]`.
                if ``USE_COMPILED=False`` and ``norm_coords=False``, grid values must be in `[-1, 1]`.
            mode: {``""bilinear""``, ``""nearest""``} or spline interpolation order 0-5 (integers).
                Interpolation mode to calculate output values. Defaults to ``self.mode``.
                See also: https://pytorch.org/docs/stable/generated/torch.nn.functional.grid_sample.html
                When `USE_COMPILED` is `True`, this argument uses
                ``""nearest""``, ``""bilinear""``, ``""bicubic""`` to indicate 0, 1, 3 order interpolations.
                See also: https://docs.monai.io/en/stable/networks.html#grid-pull (experimental).
                When it's an integer, the numpy (cpu tensor)/cupy (cuda tensor) backends will be used
                and the value represents the order of the spline interpolation.
                See also: https://docs.scipy.org/doc/scipy/reference/generated/scipy.ndimage.map_coordinates.html
            padding_mode: {``""zeros""``, ``""border""``, ``""reflection""``}
                Padding mode for outside grid values. Defaults to ``self.padding_mode``.
                See also: https://pytorch.org/docs/stable/generated/torch.nn.functional.grid_sample.html
                When `USE_COMPILED` is `True`, this argument uses an integer to represent the padding mode.
                See also: https://docs.monai.io/en/stable/networks.html#grid-pull (experimental).
                When `mode` is an integer, using numpy/cupy backends, this argument accepts
                {'reflect', 'grid-mirror', 'constant', 'grid-constant', 'nearest', 'mirror', 'grid-wrap', 'wrap'}.
                See also: https://docs.scipy.org/doc/scipy/reference/generated/scipy.ndimage.map_coordinates.html
            dtype: data type for resampling computation. Defaults to ``self.dtype``.
                To be compatible with other modules, the output data type is always `float32`.
            align_corners: Defaults to ``self.align_corners``.
                See also: https://pytorch.org/docs/stable/generated/torch.nn.functional.grid_sample.html

        See also:
            :py:const:`monai.config.USE_COMPILED`
        """"""
        img = convert_to_tensor(img, track_meta=get_track_meta())
        if grid is None:
            return img
        _device = img.device if isinstance(img, torch.Tensor) else self.device
        _dtype = dtype or self.dtype or img.dtype
        _align_corners = self.align_corners if align_corners is None else align_corners
        (img_t, *_) = convert_data_type(img, torch.Tensor, dtype=_dtype, device=_device)
        sr = min(len(img_t.peek_pending_shape() if isinstance(img_t, MetaTensor) else img_t.shape[1:]), 3)
        (backend, _interp_mode, _padding_mode, _) = resolves_modes(self.mode if mode is None else mode, self.padding_mode if padding_mode is None else padding_mode, backend=None, use_compiled=USE_COMPILED)
        if USE_COMPILED or backend == TransformBackends.NUMPY:
            (grid_t, *_) = convert_to_dst_type(grid[:sr], img_t, dtype=grid.dtype, wrap_sequence=True)
            if isinstance(grid, torch.Tensor) and grid_t.data_ptr() == grid.data_ptr():
                grid_t = grid_t.clone(memory_format=torch.contiguous_format)
            for (i, dim) in enumerate(img_t.shape[1:1 + sr]):
                _dim = max(2, dim)
                t = (_dim - 1) / 2.0
                if self.norm_coords:
                    grid_t[i] = (_dim - 1) / _dim * grid_t[i] + t if _align_corners else grid_t[i] + t
                elif _align_corners:
                    grid_t[i] = (_dim - 1) / _dim * (grid_t[i] + 0.5)
            if USE_COMPILED and backend == TransformBackends.TORCH:
                grid_t = moveaxis(grid_t, 0, -1)
                out = grid_pull(img_t.unsqueeze(0), grid_t.unsqueeze(0).to(img_t), bound=_padding_mode, extrapolate=True, interpolation=_interp_mode)[0]
            elif backend == TransformBackends.NUMPY:
                is_cuda = img_t.is_cuda
                img_np = (convert_to_cupy if is_cuda else convert_to_numpy)(img_t, wrap_sequence=True)
                (grid_np, *_) = convert_to_dst_type(grid_t, img_np, dtype=grid_t.dtype, wrap_sequence=True)
                _map_coord = (cupy_ndi if is_cuda else np_ndi).map_coordinates
                out = (cupy if is_cuda else np).stack([_map_coord(c, grid_np, order=_interp_mode, mode=_padding_mode) for c in img_np])
                out = convert_to_dst_type(out, img_t)[0]
        else:
            grid_t = moveaxis(grid[list(range(sr - 1, -1, -1))], 0, -1)
            grid_t = convert_to_dst_type(grid_t, img_t, wrap_sequence=True)[0].unsqueeze(0)
            if isinstance(grid, torch.Tensor) and grid_t.data_ptr() == grid.data_ptr():
                grid_t = grid_t.clone(memory_format=torch.contiguous_format)
            if self.norm_coords:
                for (i, dim) in enumerate(img_t.shape[sr + 1:0:-1]):
                    grid_t[0, ..., i] *= 2.0 / max(2, dim)
            out = torch.nn.functional.grid_sample(img_t.unsqueeze(0), grid_t, mode=_interp_mode, padding_mode=_padding_mode, align_corners=None if _align_corners == TraceKeys.NONE else _align_corners)[0]
        (out_val, *_) = convert_to_dst_type(out, dst=img, dtype=np.float32)
        return out_val",The supplier shall have a defined method of model feedback that relates to understanding the healthcare risk associated with their product.,FALSE
"class Resample(Transform):
    backend = [TransformBackends.TORCH, TransformBackends.NUMPY]

    def __init__(self, mode: str | int=GridSampleMode.BILINEAR, padding_mode: str=GridSamplePadMode.BORDER, norm_coords: bool=True, device: torch.device | None=None, align_corners: bool=False, dtype: DtypeLike=np.float64) -> None:
        """"""
        computes output image using values from `img`, locations from `grid` using pytorch.
        supports spatially 2D or 3D (num_channels, H, W[, D]).

        Args:
            mode: {``""bilinear""``, ``""nearest""``} or spline interpolation order 0-5 (integers).
                Interpolation mode to calculate output values. Defaults to ``""bilinear""``.
                See also: https://pytorch.org/docs/stable/generated/torch.nn.functional.grid_sample.html
                When `USE_COMPILED` is `True`, this argument uses
                ``""nearest""``, ``""bilinear""``, ``""bicubic""`` to indicate 0, 1, 3 order interpolations.
                See also: https://docs.monai.io/en/stable/networks.html#grid-pull (experimental).
                When it's an integer, the numpy (cpu tensor)/cupy (cuda tensor) backends will be used
                and the value represents the order of the spline interpolation.
                See also: https://docs.scipy.org/doc/scipy/reference/generated/scipy.ndimage.map_coordinates.html
            padding_mode: {``""zeros""``, ``""border""``, ``""reflection""``}
                Padding mode for outside grid values. Defaults to ``""border""``.
                See also: https://pytorch.org/docs/stable/generated/torch.nn.functional.grid_sample.html
                When `USE_COMPILED` is `True`, this argument uses an integer to represent the padding mode.
                See also: https://docs.monai.io/en/stable/networks.html#grid-pull (experimental).
                When `mode` is an integer, using numpy/cupy backends, this argument accepts
                {'reflect', 'grid-mirror', 'constant', 'grid-constant', 'nearest', 'mirror', 'grid-wrap', 'wrap'}.
                See also: https://docs.scipy.org/doc/scipy/reference/generated/scipy.ndimage.map_coordinates.html
            norm_coords: whether to normalize the coordinates from `[-(size-1)/2, (size-1)/2]` to
                `[0, size - 1]` (for ``monai/csrc`` implementation) or
                `[-1, 1]` (for torch ``grid_sample`` implementation) to be compatible with the underlying
                resampling API.
            device: device on which the tensor will be allocated.
            align_corners: Defaults to False.
                See also: https://pytorch.org/docs/stable/generated/torch.nn.functional.grid_sample.html
            dtype: data type for resampling computation. Defaults to ``float64`` for best precision.
                If ``None``, use the data type of input data. To be compatible with other modules,
                the output data type is always `float32`.

        """"""
        self.mode = mode
        self.padding_mode = padding_mode
        self.norm_coords = norm_coords
        self.device = device
        self.align_corners = align_corners
        self.dtype = dtype

    def __call__(self, img: torch.Tensor, grid: torch.Tensor | None=None, mode: str | int | None=None, padding_mode: str | None=None, dtype: DtypeLike=None, align_corners: bool | None=None) -> torch.Tensor:
        """"""
        Args:
            img: shape must be (num_channels, H, W[, D]).
            grid: shape must be (3, H, W) for 2D or (4, H, W, D) for 3D.
                if ``norm_coords`` is True, the grid values must be in `[-(size-1)/2, (size-1)/2]`.
                if ``USE_COMPILED=True`` and ``norm_coords=False``, grid values must be in `[0, size-1]`.
                if ``USE_COMPILED=False`` and ``norm_coords=False``, grid values must be in `[-1, 1]`.
            mode: {``""bilinear""``, ``""nearest""``} or spline interpolation order 0-5 (integers).
                Interpolation mode to calculate output values. Defaults to ``self.mode``.
                See also: https://pytorch.org/docs/stable/generated/torch.nn.functional.grid_sample.html
                When `USE_COMPILED` is `True`, this argument uses
                ``""nearest""``, ``""bilinear""``, ``""bicubic""`` to indicate 0, 1, 3 order interpolations.
                See also: https://docs.monai.io/en/stable/networks.html#grid-pull (experimental).
                When it's an integer, the numpy (cpu tensor)/cupy (cuda tensor) backends will be used
                and the value represents the order of the spline interpolation.
                See also: https://docs.scipy.org/doc/scipy/reference/generated/scipy.ndimage.map_coordinates.html
            padding_mode: {``""zeros""``, ``""border""``, ``""reflection""``}
                Padding mode for outside grid values. Defaults to ``self.padding_mode``.
                See also: https://pytorch.org/docs/stable/generated/torch.nn.functional.grid_sample.html
                When `USE_COMPILED` is `True`, this argument uses an integer to represent the padding mode.
                See also: https://docs.monai.io/en/stable/networks.html#grid-pull (experimental).
                When `mode` is an integer, using numpy/cupy backends, this argument accepts
                {'reflect', 'grid-mirror', 'constant', 'grid-constant', 'nearest', 'mirror', 'grid-wrap', 'wrap'}.
                See also: https://docs.scipy.org/doc/scipy/reference/generated/scipy.ndimage.map_coordinates.html
            dtype: data type for resampling computation. Defaults to ``self.dtype``.
                To be compatible with other modules, the output data type is always `float32`.
            align_corners: Defaults to ``self.align_corners``.
                See also: https://pytorch.org/docs/stable/generated/torch.nn.functional.grid_sample.html

        See also:
            :py:const:`monai.config.USE_COMPILED`
        """"""
        img = convert_to_tensor(img, track_meta=get_track_meta())
        if grid is None:
            return img
        _device = img.device if isinstance(img, torch.Tensor) else self.device
        _dtype = dtype or self.dtype or img.dtype
        _align_corners = self.align_corners if align_corners is None else align_corners
        (img_t, *_) = convert_data_type(img, torch.Tensor, dtype=_dtype, device=_device)
        sr = min(len(img_t.peek_pending_shape() if isinstance(img_t, MetaTensor) else img_t.shape[1:]), 3)
        (backend, _interp_mode, _padding_mode, _) = resolves_modes(self.mode if mode is None else mode, self.padding_mode if padding_mode is None else padding_mode, backend=None, use_compiled=USE_COMPILED)
        if USE_COMPILED or backend == TransformBackends.NUMPY:
            (grid_t, *_) = convert_to_dst_type(grid[:sr], img_t, dtype=grid.dtype, wrap_sequence=True)
            if isinstance(grid, torch.Tensor) and grid_t.data_ptr() == grid.data_ptr():
                grid_t = grid_t.clone(memory_format=torch.contiguous_format)
            for (i, dim) in enumerate(img_t.shape[1:1 + sr]):
                _dim = max(2, dim)
                t = (_dim - 1) / 2.0
                if self.norm_coords:
                    grid_t[i] = (_dim - 1) / _dim * grid_t[i] + t if _align_corners else grid_t[i] + t
                elif _align_corners:
                    grid_t[i] = (_dim - 1) / _dim * (grid_t[i] + 0.5)
            if USE_COMPILED and backend == TransformBackends.TORCH:
                grid_t = moveaxis(grid_t, 0, -1)
                out = grid_pull(img_t.unsqueeze(0), grid_t.unsqueeze(0).to(img_t), bound=_padding_mode, extrapolate=True, interpolation=_interp_mode)[0]
            elif backend == TransformBackends.NUMPY:
                is_cuda = img_t.is_cuda
                img_np = (convert_to_cupy if is_cuda else convert_to_numpy)(img_t, wrap_sequence=True)
                (grid_np, *_) = convert_to_dst_type(grid_t, img_np, dtype=grid_t.dtype, wrap_sequence=True)
                _map_coord = (cupy_ndi if is_cuda else np_ndi).map_coordinates
                out = (cupy if is_cuda else np).stack([_map_coord(c, grid_np, order=_interp_mode, mode=_padding_mode) for c in img_np])
                out = convert_to_dst_type(out, img_t)[0]
        else:
            grid_t = moveaxis(grid[list(range(sr - 1, -1, -1))], 0, -1)
            grid_t = convert_to_dst_type(grid_t, img_t, wrap_sequence=True)[0].unsqueeze(0)
            if isinstance(grid, torch.Tensor) and grid_t.data_ptr() == grid.data_ptr():
                grid_t = grid_t.clone(memory_format=torch.contiguous_format)
            if self.norm_coords:
                for (i, dim) in enumerate(img_t.shape[sr + 1:0:-1]):
                    grid_t[0, ..., i] *= 2.0 / max(2, dim)
            out = torch.nn.functional.grid_sample(img_t.unsqueeze(0), grid_t, mode=_interp_mode, padding_mode=_padding_mode, align_corners=None if _align_corners == TraceKeys.NONE else _align_corners)[0]
        (out_val, *_) = convert_to_dst_type(out, dst=img, dtype=np.float32)
        return out_val","The software supplier shall enforce a consistent naming convention for all functions, classes, and variables throughout the codebase to improve code readability and maintainability.",FALSE
"@parameterized.expand([TEST_CASE_4, TEST_CASE_5, TEST_CASE_6, TEST_CASE_7, TEST_CASE_8])
def test_nans_class(self, params, input_data, expected_value):
    dice_metric = DiceMetric(**params)
    dice_metric(**input_data)
    (result, _) = dice_metric.aggregate()
    np.testing.assert_allclose(result.cpu().numpy(), expected_value, atol=0.0001)","The supplier shall document processes to maintain a traceable record of modifications to nonmodel parts of the product (e.g. bug fixes), in line with good practice in software development.",FALSE
"@parameterized.expand([TEST_CASE_4, TEST_CASE_5, TEST_CASE_6, TEST_CASE_7, TEST_CASE_8])
def test_nans_class(self, params, input_data, expected_value):
    dice_metric = DiceMetric(**params)
    dice_metric(**input_data)
    (result, _) = dice_metric.aggregate()
    np.testing.assert_allclose(result.cpu().numpy(), expected_value, atol=0.0001)","The software supplier shall require appropriate documentation comments for public functions and classes, describing their inputs, outputs, and purpose for improved code understanding",FALSE
"def __init__(self, head_name: str='head_0', mode: str=None, conv_inputs: Sequence[Tuple[str, int]]=None, num_outputs: int=2, append_features: Optional[Sequence[Tuple[str, int]]]=None, layers_description: Sequence[int]=(256,), append_layers_description: Sequence[int]=tuple(), append_dropout_rate: float=0.0, dropout_rate: float=0.1) -> None:
    """"""
        head 1d.

        Output of a forward pass for classification:
        'model.logits.head_name' and 'outputs.head_name', both in shape [batch_size, num_outputs]
        Output of a forward pass for regression:
        'model.output.head_name' in shape [batch_size, num_outputs]

        :param head_name:                   batch_dict key
        :param mode:                        ""classification"" or ""regression""
        :param conv_inputs:                 List of feature map inputs - tuples of (batch_dict key, channel depth)
                                            If multiple inputs are used, they are concatenated on the channel axis
                for example:
                conv_inputs=(('model.backbone_features', 193),)
        :param num_outputs:                 Number of output classes (in case of classification) or just num outputs in case of regression
        :param append_features:          Additional vector (one dimensional) inputs, concatenated just before the classifier module
        :param layers_description:          Layers description for the classifier module - sequence of hidden layers sizes
        :param dropout_rate:                Dropout rate for classifier module layers
        """"""
    super().__init__()
    self.head_name = head_name
    self.mode = mode
    assert conv_inputs is not None, 'conv_inputs must be provided'
    self.conv_inputs = conv_inputs
    self.append_features = append_features
    self.features_size = sum([conv_input[1] for conv_input in self.conv_inputs])
    if append_features is not None:
        if len(append_layers_description) == 0:
            self.features_size += sum([post_concat_input[1] for post_concat_input in append_features])
            self.append_features_module = nn.Identity()
        else:
            self.features_size += append_layers_description[-1]
            self.append_features_module = ClassifierMLP(in_ch=sum([post_concat_input[1] for post_concat_input in append_features]), num_classes=None, layers_description=append_layers_description, dropout_rate=append_dropout_rate)
    self.head_module = ClassifierMLP(in_ch=self.features_size, num_classes=num_outputs, layers_description=layers_description, dropout_rate=dropout_rate)","The supplier shall document the AI/ML algorithm(s) used in the model (e.g. name of learning algorithm, model architecture and code packages, where appropriate).",FALSE
"def __init__(self, head_name: str='head_0', mode: str=None, conv_inputs: Sequence[Tuple[str, int]]=None, num_outputs: int=2, append_features: Optional[Sequence[Tuple[str, int]]]=None, layers_description: Sequence[int]=(256,), append_layers_description: Sequence[int]=tuple(), append_dropout_rate: float=0.0, dropout_rate: float=0.1) -> None:
    """"""
        head 1d.

        Output of a forward pass for classification:
        'model.logits.head_name' and 'outputs.head_name', both in shape [batch_size, num_outputs]
        Output of a forward pass for regression:
        'model.output.head_name' in shape [batch_size, num_outputs]

        :param head_name:                   batch_dict key
        :param mode:                        ""classification"" or ""regression""
        :param conv_inputs:                 List of feature map inputs - tuples of (batch_dict key, channel depth)
                                            If multiple inputs are used, they are concatenated on the channel axis
                for example:
                conv_inputs=(('model.backbone_features', 193),)
        :param num_outputs:                 Number of output classes (in case of classification) or just num outputs in case of regression
        :param append_features:          Additional vector (one dimensional) inputs, concatenated just before the classifier module
        :param layers_description:          Layers description for the classifier module - sequence of hidden layers sizes
        :param dropout_rate:                Dropout rate for classifier module layers
        """"""
    super().__init__()
    self.head_name = head_name
    self.mode = mode
    assert conv_inputs is not None, 'conv_inputs must be provided'
    self.conv_inputs = conv_inputs
    self.append_features = append_features
    self.features_size = sum([conv_input[1] for conv_input in self.conv_inputs])
    if append_features is not None:
        if len(append_layers_description) == 0:
            self.features_size += sum([post_concat_input[1] for post_concat_input in append_features])
            self.append_features_module = nn.Identity()
        else:
            self.features_size += append_layers_description[-1]
            self.append_features_module = ClassifierMLP(in_ch=sum([post_concat_input[1] for post_concat_input in append_features]), num_classes=None, layers_description=append_layers_description, dropout_rate=append_dropout_rate)
    self.head_module = ClassifierMLP(in_ch=self.features_size, num_classes=num_outputs, layers_description=layers_description, dropout_rate=dropout_rate)","The software supplier shall enforce proper error handling practices, including the catching and handling of exceptions, to prevent unhandled exceptions from propagating.",FALSE
"def pad_test_combine_ops(self, funcs, input_shape, expected_shape):
    for mode in TESTS_PENDING_MODE:
        _funcs = []
        for func in funcs:
            for (_func, _params) in func.items():
                _funcs.append(_func(mode=mode[0], **_params))
        trans = Compose(_funcs)
        data = self.get_arr(input_shape)
        is_map = isinstance(_funcs[0], MapTransform)
        im = MetaTensor(data, meta={'a': 'b', 'affine': np.eye(len(input_shape))})
        input_data = {'img': im} if is_map else im
        result_non_lazy = trans(input_data)
        expected = result_non_lazy['img'] if is_map else result_non_lazy
        self.assertIsInstance(expected, MetaTensor)
        pending_result = input_data
        for _func in _funcs:
            _func.lazy = True
            pending_result = _func(pending_result)
        pending_result = pending_result['img'] if is_map else pending_result
        self.assertIsInstance(pending_result, MetaTensor)
        assert_allclose(pending_result.peek_pending_affine(), expected.affine)
        assert_allclose(pending_result.peek_pending_shape(), expected.shape[1:])
        overrides = {'mode': 'nearest', 'padding_mode': mode[1], 'align_corners': False}
        result = apply_pending(pending_result, overrides=overrides)[0]
        assert_allclose(result, expected, rtol=1e-05)",The supplier shall document an estimate of the carbon impact incurred during training and execution. This shall be achieved using carbon intensity trackers.,FALSE
"def pad_test_combine_ops(self, funcs, input_shape, expected_shape):
    for mode in TESTS_PENDING_MODE:
        _funcs = []
        for func in funcs:
            for (_func, _params) in func.items():
                _funcs.append(_func(mode=mode[0], **_params))
        trans = Compose(_funcs)
        data = self.get_arr(input_shape)
        is_map = isinstance(_funcs[0], MapTransform)
        im = MetaTensor(data, meta={'a': 'b', 'affine': np.eye(len(input_shape))})
        input_data = {'img': im} if is_map else im
        result_non_lazy = trans(input_data)
        expected = result_non_lazy['img'] if is_map else result_non_lazy
        self.assertIsInstance(expected, MetaTensor)
        pending_result = input_data
        for _func in _funcs:
            _func.lazy = True
            pending_result = _func(pending_result)
        pending_result = pending_result['img'] if is_map else pending_result
        self.assertIsInstance(pending_result, MetaTensor)
        assert_allclose(pending_result.peek_pending_affine(), expected.affine)
        assert_allclose(pending_result.peek_pending_shape(), expected.shape[1:])
        overrides = {'mode': 'nearest', 'padding_mode': mode[1], 'align_corners': False}
        result = apply_pending(pending_result, overrides=overrides)[0]
        assert_allclose(result, expected, rtol=1e-05)","The software supplier shall prohibit the use of ""magic"" numbers or strings in the code and require the use of constants or named variables for improved code readability.",FALSE
"def setUp(self) -> None:
    self.filter_class = EllipticalFilter","The supplier shall document the sensitive data used in the input variable data (e.g. legally protected personal characteristics, genetic/biometric data), and justify its inclusion.",FALSE
